Joanne L.,/user_details?userid=RnUrGcAMxeWlqK-5PZlOCg,"Brooklyn, NY",3/24/2023,2,No comment
Olivia P.,/user_details?userid=5kkGemJMotL2ZsjRbDepPQ,"Sunnyvale, CA",8/21/2022,5,No comment
Samantha W.,/user_details?userid=ug8Fb7kFeJhQyfIX2seAPg,"Brooklyn, NY",5/26/2022,3,No comment
Carmen W.,/user_details?userid=elvz1TQUJxwvTnSXf8jM2Q,"Brooklyn, NY",11/2/2022,4,No comment
Anna K.,/user_details?userid=CVY_7TdzuF3hMf2qCcSQcQ,"New York, NY",7/8/2022,5,No comment
Lana N.,/user_details?userid=ZOCLt4BW8dswEODb1ffkNw,"New York, NY",5/2/2022,5,No comment
Navya J.,/user_details?userid=6-pnJsEYv9NBTx9bAKpHqA,"Manhattan, New York, NY",10/26/2022,5,No comment
Vinay S.,/user_details?userid=UC1FQkRqAfIlIA0m5Nqmjw,"High Bridge, NJ",3/22/2023,4,"Satisfactory Greek food whose dishes are nothing to write home about, however has one of the strongest dating atmospheres in the city. The octopus was easily their best dish. $18 a dish. 3.75/5 stars as dinner spot."
Emily F.,/user_details?userid=Eua0bd6D6Oh_wivF_do83Q,"New York, NY",10/20/2022,5,No comment
Joyce K.,/user_details?userid=XHET80aOWBvNXlMhSCM7bg,"New Brunswick, NJ",4/24/2022,4,No comment
Michelle L.,/user_details?userid=HFAG_Ec7FjPvYS8yrXprcw,"New York, NY",10/24/2022,4,"Like many other restaurants in the area, the restaurant has old vintage signs. All windows were open so it was a bit chilly. Staff were nice and it didn't take long to get a table for 3 on a Saturday afternoon. I got salad and lemon roasted chicken with potatoes. The chicken was very hearty. Food was good. There's a 3% fee to pay with card."
Cindy F.,/user_details?userid=WEIKRMVJKSj7GG1_scUWwg,"New York, NY",4/11/2022,4,No comment
Zehra M.,/user_details?userid=wTFYdqMQI8GMrKly2YNyuA,"New York, NY",7/15/2022,4,"Solid greek restaurant in lower Manhattan. I was a bit disappointed that they ran out of grilled octopus and the chicken souvlaki skewers which can apparently only be ordered at their sister restaurant (the main reason why I wanted to come here). I ended up getting the lamp chops, saganaki, dakos salad, and the shrimp. Everything was super flavorful. Also loved the restaurant vibe - it was quirky and quaint without coming across pompous."
Julia M.,/user_details?userid=5fStgj0OLMIk-9KO0MatRA,"New York, NY",9/6/2022,4,"Really cool spot! The eggplant dip was amazing. The lamb was delicious but there were a ton of fries and the rest of the meat on the platter wasn't quite as good. All in all, cool place for a date or friends night out!"
Alice-Lara W.,/user_details?userid=6PDdqPznx-qmYgQKNhMMSA,"West Loop, Chicago, IL",12/18/2022,4,"Went out for dinner w a group of 8 friends and this spot was perfect for it. It's got a fun, lively atmosphere and the food is great for sharing. The souvlaki, moussaka, feta fries, shrimp, and dips were all delicious. It's very reasonable for the area too."
Stephanie W.,/user_details?userid=YkmMTGQYKt6CcxT19KAbNQ,"New York, NY",6/12/2022,5,"The outside is a regular signs storefront and doesn't have the name kikis outside but it's on a corner. There's lot of tables inside and it's a pretty big place but it does get packed. I went for dinner and got the tzatziki, octopus, lamb chops, moussaka, and finished off with their cheesecake. Everything was soo good. Tzatziki with the pita bread was good and flavorful. Octopus was tender. Lamb chops were amazing and came with fries. Moussaka had eggplant and meat and very very filling. Also goes well with a glass of wine. And definitely get the cheesecake!! The crust was amazing. Will definitely be back for more!"
Robert F.,/user_details?userid=HQS0j65kfkWgKhhuStJMkA,"Upper West Side, Manhattan, NY",8/9/2022,5,No comment
Chris D.,/user_details?userid=qwkA6Z0T_Iv8orYQvpjuaA,"Financial District, NY",11/19/2021,4,No comment
Chris W.,/user_details?userid=9v8N-rYj-erfHY7I8KrGRg,"New York, NY",2/21/2023,5,Yeah. Fairly good Greek spot in Chinatown. Mostly like barbecue stuff. Get it. Enjoy all the hipster folks.
Ellen D.,/user_details?userid=kFq979kf5d5vHMC5kzR2cQ,"Seattle, WA",3/2/2023,3,No comment
Yi L.,/user_details?userid=KE_5HCfyfzH2j_K4Bkc8vA,"New York, NY",10/12/2022,5,"Kiki's is the perfect spot for authentic and affordable greek food. You will definitely have to wait for a table but it's really worth it! Come with a group for a fun boozy dinner and shared food. Their house wine carafes Fries are to die for but everything else was amazing too including this mixed grill plate, lemon chicken, vegetables and spinach rice."
Pat J.,/user_details?userid=YjQaDHrwlv2jJBleMZtiRw,"New York, NY",4/2/2023,4,great inexpensive food! and always crowded
Conroy C.,/user_details?userid=nR55hC8PxVQC_xMoKvfBSw,"Manhattan, NY",12/14/2022,4,No comment
Gargi J.,/user_details?userid=kT3l_pbUC_J2J_7IokIkyw,"New York, NY",10/27/2022,5,No comment
Rachel Y.,/user_details?userid=nX45VhLX-c3beov6LRsUew,"San Jose, CA",7/18/2022,4,No comment
Carley R.,/user_details?userid=32_ABkhm3fWWPCnvB_nwVA,"University of Texas at Austin, Austin, TX",2/18/2023,5,"Kiki's is one of my absolute favorites here! The food is delicious, the servers are very prompt and they want to make sure everything's right. Typically this place is very busy and can get up to a 3 hour wait time so plan ahead cause they don't take reservations!"
Judy P.,/user_details?userid=2wSz5o_RFHixV9KHZEF4Ow,"Queens, NY",10/19/2022,5,Definitely a must try when your in the canal area staff was friendly food was delicious love there octopus love the brazino fish n i had the must have famous strawberry cheesecake definitely looking forward to visit soon
Daphne B.,/user_details?userid=LhT8JmISStTvzn7ds6c0EA,"Los Angeles, CA",9/20/2022,5,No comment
Dawn Q.,/user_details?userid=kQXmgqKH6f_VbjRxSyZvWA,"New York, NY",2/13/2022,5,No comment
Hannah J.,/user_details?userid=v7yaJzY6E8h-zRbWXvbXtg,"Brooklyn, NY",5/2/2022,5,Kiki's is a special spot in the city. Love this gem and the food. I didn't get any pictures of the food because we absolutely devoured it but it is sooo tasty. It can be hard to get in but it seems to be a favorite of large groups. They have both sides of the street and the restaurant is unmarked other than the copious amounts of people spilling out onto the sidewalk and their doors being wide open for a glimpse inside. The tzatziki is to die for and the pita is so soft. I had the chicken with potatoes and the sauce really made the meal. The chicken also wasn't too dry. Inside there is a lot of energy and rustic decor.
Kelly M.,/user_details?userid=Fb2i-Si7XwqSElcAY1L2hg,"New York, NY",3/16/2023,5,"If you're expecting food here that will blow you out of the water, this is not the place. The hype of this place on social media might make you think otherwise; however, that being said, the food is GREAT and SO cheap! The atmosphere and service are also great. This is a perfect spot for a quick, good, consistent, and authentic meal."
JiYoung M.,/user_details?userid=wH2vUysyRicyeNfHRHYV3A,"Olympia, WA",8/17/2022,1,No comment
Nicole G.,/user_details?userid=gzVqgLz4zhh0oeP4-775_w,"Montclair, NJ",2/14/2022,5,No comment
Julia Y.,/user_details?userid=GyTTaz79jsb-uQQBy7rtdQ,"New York, NY",9/25/2021,5,No comment
Allen B.,/user_details?userid=l_U3SobkbTz0DCGGpyFf-g,"NY, NY",10/5/2022,3,"Great service, we sat at the bar, food was meeeeh. Not trash but not mind blowing to me. The tzatziki and house wine were pretty good, but the rest of our meal, roasted chicken with lemon potatoes and lamb, underwhelmed. It wasn't nasty, but not fire. Cool New York vibe type of place but not overall not for me."
Emma B.,/user_details?userid=-eoqgUBfeIrDdFlEDJ_XVg,"New York, NY",1/26/2023,1,No comment
Stephanie L.,/user_details?userid=hP0H8KkI28JYIHFhDASvWw,"Staten Island, NY",8/15/2021,5,No comment
Matheo S.,/user_details?userid=AO3gZaFNaj3LmXkp-lO3OA,"Trophy Club, TX",1/16/2023,5,"Incredible place. Ambiance is amazing, food was stellar, and service was great. Had heard great things but the experience surpassed it."
Tony Y.,/user_details?userid=FPv27CkYLodbfz3gj5Fnkg,"New York, NY",6/12/2021,4,No comment
Roman D.,/user_details?userid=VjuadH5LpVJBrnh5BodeHg,"New York, NY",1/17/2023,5,No comment
Gabbi T.,/user_details?userid=Po-EbtrsGDoqb3IymUePrA,"New York, NY",7/14/2021,4,No comment
Samantha B.,/user_details?userid=R1ZEHxOnt3GTo2kgv8_Tgg,"Chicago, IL",12/9/2021,5,No comment
garth w.,/user_details?userid=Q2_YZsnaosSVtkOG1OHzpg,"Manhattan, NY",2/6/2023,5,"Location, fast service and great food. Everything I look for in a restaurant. Will go back."
Samantha A.,/user_details?userid=Ol8rB0E2KojDp6LNtcY-gA,"New York, NY",4/17/2022,4,No comment
Tyler S.,/user_details?userid=RYLJeDKK9KBKcIfFzlxVeA,"New York, NY",7/25/2021,4,No comment
Elli S.,/user_details?userid=0AWlzCo0SSc1Uk1K9DudhQ,"New York, NY",5/25/2022,3,No comment
Sarah Z.,/user_details?userid=5KdPwI2-sL2eUHEW39xoBw,"Manhattan, NY",11/27/2021,5,"After visiting Greece, I swore to make it my mission to find Greek food in the city. Astoria has some of the best I find but this place hands down is a vibe. It's the environment, the energy, the people and of course the star of everything - the food. I always order the octopus. It has changed over the years but I still like the char finish. Spanakopita apps, lamb chop (must order medium closer to rare) and the fries are bomb! Only downside is no reservations due to how popular it is and the long wait when it's busy times."
Gabby G.,/user_details?userid=PpPL_m6hJzIeHELRZOrz7w,"Brooklyn, NY",1/12/2022,4,"Lovely ambiance and quality mediterranean food at a reasonable price! Called before arrival and employee was able to answer all my questions. Ordered 4 items and shared them all with a friend. The tzatziki was rich, perfectly seasoned and came with a bowl of bread. When we ran out, our server kindly brought out a second serving. We also ordered the sautéed shrimp in a cream that was delicious and garlicky in addition to the zucchini chips and greek salad. I was impressed by the service and freshness of the ingredients. It is BYOB but cork service is $25 which is more than I was willing to pay."
Christy Y.,/user_details?userid=O0WcQfj_R5GLGTIyKSpfWg,"Brooklyn, NY",10/16/2021,4,No comment
Seth F.,/user_details?userid=PJhVhHrWYR9ftwmwr_S45Q,"Boston, MA",11/14/2021,4,No comment
Lucas Z.,/user_details?userid=Nj6m4pjJoRG6K7_YDEILUQ,"Central Austin, Austin, TX",11/4/2022,1,"Exceedingly long wait, they told us a time and took 40 minutes extra. Overly salty food with a lack of sauce. Only upside was the price but not worth the wait and subpar food."
J J.,/user_details?userid=C0gSgSi30b4Chv4X00KbTA,"Lower East Side, New York, NY",12/23/2022,5,No comment
Brooke H.,/user_details?userid=V7oqfobbyIJaFarL_sPz1Q,"New York, NY",9/7/2022,5,YUM! I love Kiki's. Definitely one of my staples in the city. I've been a few times and you really can't go wrong with anything on the menu. I think my favorite dish is the Spanakopita. And you absolutely can't forget finishing off your meal with some cheesecake. Cannot recommend enough!
Marquis B.,/user_details?userid=vSlmGj8hFlatn0Klh3Sqlw,"Brooklyn, NY",12/14/2021,5,"I knew Kiki's was going to be good but not GOOD! Wow, was I surprised? Absolutely!  Every dish was a knockout. I ordered Zucchini Chips, Maroulosalata, Fava, Sautéed Shrimp, and Bread & Pita. My favorite dish was the Maroulosalata, which was a Mediterranean salad. The vegetables and feta tasted incredibly fresh. The fava, which was similar to hummus in its consistency, was delicious and creamy. The zucchini chips were fried and crisped to perfection, making it a perfect side dish that was difficult to stop eating. The shelled Sautéed Shrimp was well seasoned in a tasty creamy sauce. My only negative critique was that staff did not ask to see my proof of vaccination, which I volunteered and showed staff. The restaurant had ample indoor and outdoor dining. It's a very clean restaurant and is located in a hip neighborhood."
Shivina K.,/user_details?userid=7P1cNdw6pIogP574wRSlcQ,"New York, NY",10/16/2021,5,No comment
Mitsuko B.,/user_details?userid=qc9lOPlKjHjNgcAYciiZaA,"Brooklyn, NY",6/2/2022,5,"Our server Bennett was exceptionally kind and also very sexy. He seated us quickly and took our order with a charming smile. We ordered sautéed shrimp, grilled octopus, fava beans, lamp chops (come with fries), and spaghetti (mixed creme and tomato sauce). The cold fava bean smear was creamy and reminiscent of a chick pea texture, served with tomatoes, onions and capers. Lamb chops were juicy, succulent & tender. The fries and sauce were perfectly oily and flavorful. We loved the octopus. The sautéed shrimp were in an exquisite creme sauce. Seating outside felt European and perfect on a cool early summer night. The cheese cake was airy and not too heavy. Three of us shared it and it was delicious."
Courtney W.,/user_details?userid=9dSAShC-S40rbHx_SKJP0w,"Manhattan, New York, NY",12/6/2022,4,Delicious. Food was light and perfect for afternoon lunch. Was crowded inside but sitting weather was nice enough to enjoy outside seating.
Samantha F.,/user_details?userid=DLCaVjkWtqiuqssfAjb5mQ,"New York, NY",8/10/2022,4,No comment
Pallavi S.,/user_details?userid=eO4HubuXpBqGrz2_LPiIZA,"Washington, DC",1/10/2023,2,"Doesn't live up to the reviews. Service is decent but food is very average. Having said that, it's a cute quaint place but well if the food isn't good, am not going back!"
Destiny R.,/user_details?userid=viKEpiiUCwk8B0pwi1Qw2A,"Brooklyn, Brooklyn, NY",11/29/2022,1,"Do not expect them to help you , these people have bad attitudes towards you, no service will be provided. This woman specifically rude, no helps at all , and she rolls her eyes at us. She plays on her phone all the time , it's like they paid her to play with her phone on the restaurant.We didn't feel treated right , 2 plates for 52 dollars also very expensive."
Gab G.,/user_details?userid=HVQKFDi-vZbawtmLMq3ZOw,"New York, NY",4/17/2021,5,No comment
Mina P.,/user_details?userid=MXCGyEB861AJyMOuaRPIsw,"Brooklyn, NY",12/30/2022,2,No comment
Elaine W.,/user_details?userid=XWD6IYLjZrtUOWz1uuAbdQ,"New York, NY",2/20/2022,5,No comment
Christina V.,/user_details?userid=Tq59ALMqqvfCopqDOdu0fg,"Midland Beach, NY",10/2/2021,5,"I have been coming here for years. Fun trendy vibe. It gets packed so I usually come early or late ( they are open for food until midnight-many places post pandemic close by 10pm) . food comes out fast and the food is well priced ! It's almost like Greek tapas- its nice to order a bunch of things and share with friends. Octopus , shrimp , bifteki and all dips are my favorite.  The cheese with honey is good but heavy. Lamb is hit or miss here I would probably avoid ordering it as I've had really good and bad experiences. They used to have more beers and wine from Greece- selection is a bit less. Would like to see them bring that back - like the red donkey. Who wants to go to a Greek place and order a goose island IPA????"
Blaire F.,/user_details?userid=Ia64EQFe1f7bI8rwn_H6gQ,"New York, NY",3/13/2022,3,No comment
Hannah M.,/user_details?userid=32AeW43kCrEdT9BhRT564w,"New York, NY",4/17/2022,4,Solid spot. Food is delicious but the portions are small and prices are high for what your getting. I don't mind spending money on great food but I think you're paying for the hype this spot has. Overall I would still come back.
Sakae I.,/user_details?userid=6bWsBoV41IAdjxmIVd0uvw,"New York, NY",3/30/2022,3,No comment
Anna F.,/user_details?userid=Ui3s-NuEhPw9g9I-vqSUTg,"Asbury Park, NJ",2/21/2022,5,"Wow! This place was amazing- it reminded me of being in Greece! The food is authentic and everything is so good! It's a little hole in the wall with such character but so worth the visit. I do suggest getting here as soon as they open because they don't take the reservations and the wait can fill up quickly. To start we ordered the tzatziki, , taramosalata and Greek Salad. All the dips came with pita and bread and everything was so delicious! The eggplant dip was probably my favorite thing I had here it is so good I definitely recommend ordering! To continue, we had spanakopita, grilled octopus and bifteki, everything was delicious. The spanakopita was beautifully crispy and filled with amazing flavors, grilled octopus was prepared perfectly and the bifteki was AMAZING, cooked to perfection and filled with flavor! When here I definitely recommend not missing out on the bifteki, spanakopita and the melitzanosalata (eggplant). This place is a staple of LES do not miss out on coming here!"
Jamie R.,/user_details?userid=bcn6_UBsGssV2G2TKnh8Tw,"New York, NY",8/30/2021,5,No comment
Peter G.,/user_details?userid=j395zX0O9Y3aZX5WFcA6uA,"New York, NY",10/11/2021,4,No comment
E A.,/user_details?userid=OeJvT81yKluqS6UszbS62g,"Irvine, CA",9/3/2022,3,Below average Greek food but you can eat in a faux-neighborhood called Dimes Square. I don't think there was a single New Yorker in the area. It's an interesting area populated by young hipsters that have no regard for their parents' cash
Lisa L.,/user_details?userid=e9rIojoTD5xWYp8piTCdXw,"New York, NY",8/1/2021,4,No comment
Chris T.,/user_details?userid=WiB7v25cpLPDSENQg7qL-Q,"Manhattan, NY",1/29/2023,5,"Good food, reasonably priced, not pretentious, relaxed atmosphere. 5 stars easily."
Alex L.,/user_details?userid=yT5k0YITKB4JobkO_2VuzA,"New York, NY",11/6/2021,3,No comment
Alexis S.,/user_details?userid=sK1GUYjZvK0LTaj4kRtjpg,"Florence, Italy",6/23/2022,5,"The service was great, and the food came out quickly. The portions were perfect and the dish was very reasonably priced. A salad at Sweet Green costs the same amount as the dish I ordered--and you're definitely getting a lot more food here."
Mariann D.,/user_details?userid=yNV34QfiBixiop-0ChbYyA,"Monterey, CA",10/23/2022,4,Good avgolemeno! Looking forward to trying more dishes. Very cool atmosphere with lots of younger folks!
Elle W.,/user_details?userid=pKOXElfrSPHWQAAP5al_yw,"New York, NY",8/4/2021,4,No comment
Drew L.,/user_details?userid=SDkHTZKcpFHzmSBDgPg9Iw,"Brooklyn, NY",3/12/2022,5,Best moussaka I've ever had. Hands down. GET IT. Also the fried cheese appetizer. Those two things blew everything away.
Rika I.,/user_details?userid=GM87S1EVvj3NdWRgopJX_A,"Pacific Palisades, Los Angeles, CA",2/26/2022,4,No comment
Tiffany M.,/user_details?userid=IEmpN_chVUcF1v6vYVSp5A,"Rego Park, NY",6/23/2021,4,No comment
Tiffany S.,/user_details?userid=LATSanM7JgxanyRTeIuQog,"Murrieta, CA",11/6/2022,4,Vibes of this place were really cool!!! Their lemon potatoes were quite frankly the best potato I've ever had in my life. Was a little expensive but was worth it for the experience and the food. Highly recommend the chicken and lemon potatoes.
Hannah S.,/user_details?userid=ExvxqlbzSlSKJoIv6aCogA,"Upper East Side, New York, NY",1/18/2023,5,This restaurant is a classic for a reason and the food and ambiance are great. Perfect spot for a group of friends to go to share and all leave happy and full!
Cathy O.,/user_details?userid=jsQrtbl5y4F68dD1AyQ6-A,"Miami, FL",9/3/2021,4,"We were inbetween happy hour and a BYOB comedy show, so not 100% hungry nor thirsty. After checking to be sure we could leave with unfinished wine, we ordered a bottle of Oenodea and each had a glass. We also ordered the grilled octopus, palates me avga, and the moussaka (as they were out of the lamb frikasse.) the octopus was super tasty and tender, the fries opted with oregano, feta cheese and an egg, and the moussaka was huge. Since we'd already devoured some happy hour treats, we actually took a doggie bag home, and the rest of the wine went on to our next stop. Luckily we were seated near a fan. My taste buds were happy but my only complaint was that there was no air conditioning."
S R.,/user_details?userid=ImNWaM1imU6wNHdH42Z9HQ,"New York, NY",1/9/2023,5,"Great Orange wine and Baklawa!! Would go back amy time, great service and cozy ambiance."
Isa A.,/user_details?userid=h1qXdEectBbMjxCsWqBDoA,"New York, NY",6/3/2021,4,No comment
Arielle S.,/user_details?userid=MWETQiY-GpDrCy2i9hFcCQ,"New York, NY",1/12/2022,2,"Despite great reviews from my friends, my experience at Kiki's was overall not great. We got there on a super cold night and the line was out the door. We opted for outdoor seating, but none of the tables had heat lamps or covers so we had to brave the winds. The waiters weren't super attentive and the food was cold as soon as it got to our table. The only thing going for them was their wine deal (you can get a liter of wine for a very low price). Hopefully I can come back and have a better experience here."
Lisa C.,/user_details?userid=1FF1Eq11oxgGxfoFkABzqw,"Manhattan, NY",6/22/2022,4,No comment
Rashid M.,/user_details?userid=r-Ck0JPoMfHI7h2X0brm2w,"Bayside, Queens, NY",10/17/2020,5,No comment
Summer M.,/user_details?userid=0fITyhIRwC7Gv4fSycjAjQ,"New York, NY",9/2/2022,2,The food quality went down. I ordered lamb chops and octopus- poor preparation and flavor. Seems like while rushing to make more money by expending they sacrificed quality.
Adam F.,/user_details?userid=59zS9i8NmVTmD3SW1wTHoA,"Near North Side, Chicago, IL",8/27/2022,2,"The food was AMAZING, but the host was rude and on some sort of unnecessary power trip.  Bad day, maybe, but I'll avoid the place if they're working again."
Nat N.,/user_details?userid=YhjKdORTvXo0r0S8nB1fHQ,"Lincoln Park, Chicago, IL",7/23/2022,4,"Great atmosphere for a cozy, cool, dark vibe. Bartender was so nice and helped me and my hubs get a table at the bar which is full menu. Line was long but if you linger by bar you should get a spot quickly. Love this place!"
Claudia V.,/user_details?userid=NLuiz1SOWVS4W_tzDarUiA,"Santurce, San Juan, Puerto Rico",5/7/2022,1,No comment
Nina H.,/user_details?userid=Bb4Apdq3qbXfxwi8IBazfA,"Hastings-on-Hudson, NY",10/4/2022,4,"We had to wait about 40th minutes for a table for 4, but it was expected (Thursday night and all). But it was totally worth the wait! We ended up getting a ton of small plates for the table and everything was absolutely delicious. Only reason not giving this a 5 star is because we got put at a table in the corner and the staff seemed to forget about us at some point, had to remind them about our orders but I'm assuming it was simply because of how busy they were. Otherwise it was splendid for dinner"
Jeremy S.,/user_details?userid=uADoy3pyhQu28j6G-qOJLA,"Los Angeles, CA",9/8/2021,5,No comment
Kathryn T.,/user_details?userid=wZ0AkUZQmB3qMF1e2vYJvw,"New York, NY",5/25/2020,5,No comment
Kadeesha L.,/user_details?userid=t0yamaWKaSInp6AoVPmJZA,"Brooklyn, Brooklyn, NY",4/6/2021,5,"Affordable, friendly, fast & hearty! Kiki's has my heart. Great homestyle authentic Greek food. Great for large groups as well due to the prices and theres something on the menu for everyone. Do get the house wine its a great deal! The lemon potatoes, and spanakopita are also a must! Then from there pick which meat you desire. Can't go wrong with the lamb frikasse, tender and so juicy. Falls right off the bone and melts in your mouth. Paired nicely with the imam baildi vegetable medley especially on a brisk spring night. Everything was hot, came out fast and with a smile (behind the mask lol). Reallly good stuff! So many people agree that they expanded to another location right across the street!"
Michael T.,/user_details?userid=2gcJ0RxWNfSKUPkeB-Y99A,"New York, NY",4/17/2021,5,"I was in the LES neighborhood and my friend and I stopped here for brunch. We ended up inside (which had limited capacity and many open windows and was fine COVID-wise). The food was excellent! I just loved the Greek egg toast - especially the salad they chopped up. I wish I could make that myself. The zucchini chips were also delish. Wait staff were good but it's the food I'll come back for. Thanks, chef!"
Havah B.,/user_details?userid=91b9AgLa1d-kvkFpWh_KOQ,"Manhattan, PRINCE, NY",10/10/2021,5,"This place is quite hidden, so I was lucky to hear about it from a friend. I shared 1L of house red and the sampler meat platter for three with two other friends, and we were absolutely stuffed by the end of our meal. Our waitress was incredibly welcoming and helpful. If you're looking for a cozy Mediterranean atmosphere -- and a lot of meat -- try out this place!"
Matthew H.,/user_details?userid=ytZRAbsYyWOkew6gmpMaGQ,"New York, NY",6/23/2021,4,"Overall I loved the food here. Service was OK, not amazing but friendly enough. Definitely try some of the natural wines on offer. My favorite dishes were the spinach pie (spanokopita) and the zucchini chips by far!"
Jesse H.,/user_details?userid=c0wsvR5ACqsLcUsNpEBMJA,"Manhattan, NY",5/24/2021,5,No comment
Austin S.,/user_details?userid=VBMnoYxaaSpJG2WtqqIsHw,"Manhattan, New York, NY",9/16/2021,4,Food here was all delicious. I had the chicken which really hit the spot but my friends got more traditional mediteranean dishes and everything was great. Beer menu is a little limited but overall great spot.
Al H.,/user_details?userid=0Ilqs2QDFE4PgCidhMch8w,"New York, NY",2/16/2020,3,No comment
Jessica L.,/user_details?userid=5Jyj4eHRlZHtyEWEgT764A,"New York, NY",10/31/2021,4,Came here with a large group. We were able to get a seat outside. Unexpectedly pretty good gem. Would highly recommend.
Klaudia P.,/user_details?userid=vEYV65fZL6EN9YLPTbaVdA,"Queens, Queens, NY",12/28/2021,5,One of my favorite Greek restaurants. Sooo yummy and the prices are great. You have to get the saganaki.
deirdre s.,/user_details?userid=xpWJN0LpgPcWRjdh8FjroQ,"New York, NY",10/22/2021,5,I am Greek so I know the real deal. This place serves food that tastes like Yia Yia's and it is reasonably priced. The Greek lager was a real treat too. This is the perfect place to share small and large plates.
