Grace C.,/user_details?userid=QqTwRvSyj4H6GVdKKkAiUQ,"Chantilly, VA",4/4/2023,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kenneth L.,/user_details?userid=9vdxpMdlyzhGWDpGtLuFzg,"Brooklyn, NY",10/7/2022,4.0,"A decent neighborhood bistro with a good selection of wine if you're into that sort of thing. The meal was decent but the duck was a bit tough. If you're craving french food around chinatown, it's not a bad choice. They also have daily specials and live music on certain days.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Claire B.,/user_details?userid=KoylBGblOzyNKrgxC3trcw,"Southfield, MI",3/13/2023,5.0,"Great brunch spot with friendly staff and an intimate setting. Can't speak for the cocktails since I didn't have any, but everything else was great.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ashley M.,/user_details?userid=YSwxb0qzM-4wPPti1TiPug,"Brooklyn, NY",1/27/2022,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lyndsie L.,/user_details?userid=iFPSzu1CQcjDoaXQcvIg_Q,"Waldwick, NJ",7/19/2022,4.0,"30$ brunch deal is what we came in for. Comes with unlimited coffee, a cocktail, and an entree. Split it with my mom (she had the drink and I had the coffee) they dont do any substitutions. Like different cheese on the croissant sandwich. Food was tasty though. Our waitress outfit was pretty skimpy, super short skort-I was surprised. Service was alright. Good but not sure id come back. Id try somewhere else next time",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Aaron F.,/user_details?userid=1aH5M333g5hM2Yi59F8vSQ,"New York, NY",11/23/2022,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Courtney G.,/user_details?userid=oKA6b5Oo_6wVTKawW5Ap0g,"Brooklyn, NY",11/22/2021,3.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rene R.,/user_details?userid=Xs2w4J18pNbc5Xgiw_evnQ,"Queens, NY",7/1/2021,3.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tina C.,/user_details?userid=DiGiouOpaJyoL63h12gy5g,"Kips Bay, Manhattan, NY",11/28/2022,5.0,excellent poached eggs & best coffee I've had in a while. This is a hole in the wall gem - limited but solid and very French menu,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michael M.,/user_details?userid=YdqZg7eKfSWipKlQcKYbIw,"New York, NY",11/25/2022,4.0,Great little comfy French bistro on the corner of Henry and Jefferson streets. Warm welcoming service with great drinks and food. I will be back.,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Laura G.,/user_details?userid=t1yEAhERoVXywVte_6a7bg,"New York, NY",3/25/2022,5.0,"All dishes were amazing, outdoor seating is also cute. I got a pear cocktail which was also extremely delicious. The kale salad was really unique, with greek yogurt and orange and anchovies. There's not really vegetarian entrees but it's a special that changes. They made me a risotto with burrata and tomatoes, red onions, and pesto drizzle. It was amazing and a huge portion, so I took the leftovers home put it into an omelette the next morning! Very cute place. Appreciated their duck dish is called ""coin coin"" which means ""quack quack"" in French.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ha D.,/user_details?userid=xK4FeVm0ZrR96Q8XF7AszQ,"New York, NY",6/5/2022,4.0,Solid place in LES for brunch. Had no trouble finding a table and food was great. Recommend to bring cash.,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah J.,/user_details?userid=b6EBHS042ieJ8OTKlTpKSA,"Ridgewood, NY",4/19/2022,5.0,"Nice and cozy French restaurant. Yummy oyster special on Wednesdays ($1.50 each) kale salad was delicious. The steak frites and blue cheese burger (could use more blue cheese) were also quite yummy! Service was great by the gentleman (Colin?)  who also was the host. Drinks were also good especially the Spicy Carrot margarita. I have to come back when there is live music! Solid neighborhood spot! I like that they also give a little salad with the mains, very European and Balanced.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lauren T.,/user_details?userid=cJ7U3uM7TEODVpDslm_PBA,"Houston, TX",10/23/2021,4.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Stacey C.,/user_details?userid=1NR0f8mhj0lsljMptGKenQ,"Summit, NJ",8/16/2021,4.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sophie P.,/user_details?userid=gd3hLIIC614ZJkWoR5kpfA,"Brooklyn, NY",1/29/2023,5.0,"Great neighbourhood favourite- good value and friendly staff, good food. Nice to sit at the bar too.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ryna D.,/user_details?userid=Rvn-Ymc8_9z4vbcm2ZwenQ,"Rancho Palos Verdes, CA",11/9/2020,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
xstal c.,/user_details?userid=S35doR79YkKeJL8r73gQjA,"Manhattan, New York, NY",1/11/2023,3.0,Mediocre food and service. It always has seats thou so that's convenient for the neighborhood,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Joe T.,/user_details?userid=0PtTCoStjgKbBQHDj8-o1A,"New York, NY",9/28/2022,4.0,"Good place for brunch, kid friendly. Less crowded sidewalk cafe experience than you get a couple to blocks north. Cash preferred with a surcharge on credit cards.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Raquel T.,/user_details?userid=hbbp3jKHdAf2e_e5BlQbVw,"Santa Clarita, CA",9/27/2022,5.0,"Went for dinner with friends recently. Food, drinks were amazing. Pricing was also very reasonable. Only thing is service is a little slow but they only had 2 servers for the entire restaurant so understandable. Would recommend the mussels with a side of fries!",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Amanda W.,/user_details?userid=SZ-OXSNX368NNL4Vcj9PSg,"Seattle, WA",12/30/2021,5.0,We sat in the covered patio on the sidewalk and appreciated the heaters! The food was incredible and the service top notch. Thank you!,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Eli D.,/user_details?userid=dNoxS31PuQ4uNRxPr5YVWw,"New York, NY",12/15/2021,5.0,Lovely French eatery with great staff. I stopped by for a cocktail on my way to the Van Gogh Experience exhibit. I decided to return for dinner after the expo. The energy in this place is great for dates and intimate friend outings. The lighting is great. I first sat at the bar for drinks. I later sat at a table for dinner. I had the steak frites and my partner had the mussels. I will definitely return - they have daily specials! S/O to Miranda the bartender!,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Elise Y.,/user_details?userid=uhYtb71oVt1dZGAcghtFEg,"Bethesda, MD",1/3/2023,5.0,"Great atmosphere, music, food. Would definitely return and have referred friends who say the same.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ali M.,/user_details?userid=pOM3PFDQrYN9r_w6PLjuYA,"Manhattan, NY",2/19/2022,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Adoreli A.,/user_details?userid=PKPsvIhbtIn2U_Bu_b24SA,"Summit, NJ",12/9/2021,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kim T.,/user_details?userid=9HuFzSYDgkAZIr9PjicxjQ,"Bronx, Bronx, NY",5/8/2022,4.0,"I love this place! The indoor vibe is so romantic. For a nice French restaurant the prices are so reasonable for food and alcohol. The staff is very attentive as well. I've tried the oysters, the steak frites, and the mussels. All delicious! Their espresso martini is fabulous as well! Highly recommend.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Fred L.,/user_details?userid=U1MlxxT64qDpzOBB-rdO_A,"Chelsea, Manhattan, NY",10/26/2021,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Emma M.,/user_details?userid=uTWHnYFfCcru23tCJvqyYg,"Midtown West, Manhattan, NY",5/15/2022,2.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Allie G.,/user_details?userid=amQHNqP6gVtF74WUpDEGdA,"Plainview, NY",6/17/2022,5.0,"Delicious. Great food, quick service, nice staff. Would go again. The foie gras was magic",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lindsey D.,/user_details?userid=PoxQ6_mbAE4pCDjnWwBFRA,"New York, NY",2/13/2022,1.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Izzy B.,/user_details?userid=dtR9Hk3eP2IUsOD-YcUL-Q,"Lexington, MA",6/11/2022,5.0,"This place was amazing. Good service, nice outdoor dining, live music and great food. Definitely coming back.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Shaima C.,/user_details?userid=y4xF0F9wKfarJVJ-f3MhZg,"Queens, NY",12/31/2019,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cynthia W.,/user_details?userid=aoLOEDwGX7kTU9JTtcPsKQ,"Brooklyn, Brooklyn, NY",10/18/2021,5.0,Great night at Les enchants de boheme! Will definitely swing by more. They have live music on Thursday and Saturday nights and we just so happened to have a birthday so it made it 100 times better. The food was delicious. I separately came here for brunch in the past and that was yummy as well. Perfect place to go to for a date or for a small group. Shots were passed on the house. There is a cake cutting fee for those that are aap planning to celebrate birthdays here ($7 per person). They additionally accept card for those that are wondering.,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jack M.,/user_details?userid=qSArnpRjeKHlZ4c19fJ6XA,"New York, NY",7/18/2021,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Gildren A.,/user_details?userid=8jTiflHpwXZjuvcfSleSpg,"Chelsea, Manhattan, NY",10/3/2021,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Elizabeth Z.,/user_details?userid=cqfryKrvQoob4CAh5h73mQ,"New York, NY",7/18/2021,3.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Diane K.,/user_details?userid=lAjNS8HVDbVSSVlfNTNbRA,"Las Vegas, NV",4/4/2022,4.0,"Had a lovely time here. Our waiter was extremely friendly and attentive. Two Bridges cocktail was amazing, 10/10. Ordered the soup of the day which was a squash soup with cream, we gave it a 3/5. It was okay, nothing exciting about the soup.. a bit too watery and lacking in seasoning. For entrees we ordered the duck, which is easily a 10/10. It was cooked to perfection and had amazing flavor. The second entree we ordered was the beef which we gave a 9/10, the only complaint about the beef was that we found it extremely salty, however other than that it was quite delicious. Definitely recommend trying this place out for date night.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michele E.,/user_details?userid=GMT6_aas2-SYfs9Ucri4sw,"Somers, NY",4/2/2022,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tamara T.,/user_details?userid=1hZr67VGZgGnzz12Tj9oyw,"Forest Hills, NY",2/24/2022,5.0,Great food and amazing atmosphere. It's so hard to find a quiet brunch spot in the city. Loved it!,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Art D.,/user_details?userid=ECeHn3OBGG-_ZF1PGoztvg,"New York, NY",9/6/2022,5.0,"Amazing food, perfect music, lovely service, warm and welcoming atmosphere. The roast is perfectly cooked and accompanied by delicious sides. Lovely spot for an intimate date.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lillian S.,/user_details?userid=LcsMJkkA2EhJLSAr20jDmg,"Midtown West, New York, NY",7/22/2022,4.0,"Incredible experience. The lighting, mood, vibe, the music, the food, and team (all around, hands down  team) are all so good. We were welcomed from the start. I had the duck, which was perfectly marbled, and not overwhelming fatty...the first duck I ever loved tbh. Their bartenders mix up amazing gin, whiskey, and mezcal cocktails... Miranda is so welcoming and attentive. 7 out of 5 folks. A must.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tonia G.,/user_details?userid=xyivTC8yheAwG8V2ETVciw,"Brooklyn, NY",7/31/2021,5.0,"Good vibe, great food with very pleasant staff, great music. Stopped in after an event nearby & had a lovely late brunch. Making reservations ahead is a good idea though the wait without one will be worth it, I promise.  The bacon made me swoon & finding a perfect Eggs Benedict made me so very happy. My husband devoured his Croque Monsieur. Go!",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tanya T.,/user_details?userid=PIxiRutIlw-LLoREElaB8Q,"Bishop, CA",1/1/2022,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Reece R.,/user_details?userid=4oHTvBX6LIg6yuhJRQytGw,"Lower East Side, New York, NY",9/28/2021,3.0,"The food was pretty good. The mussels were a bit gritty. We asked for medium-rare steak but it was closer to medium/medium-well. We were seated outdoors and it wasn't too busy, but I didn't feel like the waitresses really checked in with us, and never asked how our food was. Outdoor seating had an overall casual and maybe a little dingy feel, the inside looked much nicer though. They have a 3% fee if you use a credit card.",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Darren S.,/user_details?userid=DHAuaka7jH34DgPggflqjg,"NY, NY",12/19/2021,5.0,"I have been here a few times and each time the experience is personable, warm, friendly and absolutely delicious. Some of my favorites are steak frites, and their signature salad with chicken. Poached eggs always cooked to perfection, and the drinks are always on point... try the espresso martini. All of the staff is warm, attentive, and really adds to the overall experience. The music, ambience, and lighting are always on point. I always return here for both business and leisure. Bon appetit!",https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Donald D.,/user_details?userid=C6oTP5Gr5320ZypG988Wxw,"Manhattan, NY",1/2/2020,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah P.,/user_details?userid=PQRrKlyxZ8mJponoP8MU5Q,"New York, NY",11/3/2018,4.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Amir A.,/user_details?userid=bYuVy82brYoIzLcRmki5LQ,"Sarasota, FL",6/27/2022,4.0,The food was very tasty. The physical space is ok. Service is friendly but forgetful. We will return,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christina S.,/user_details?userid=rG-cKV_cLXbc3IjsesaC0A,"Bay Shore, NY",3/21/2019,4.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lily P.,/user_details?userid=ON9Ib_6EBOnihgn5iRMQAA,"New York, NY",1/24/2020,4.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tian Q.,/user_details?userid=rg1dTQOrAHobszD0wJEJrg,"Manhattan, NY",7/29/2018,3.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Patricia E.,/user_details?userid=jqbm76S9wZ6e1vl_D_WCgg,"Los Angeles, CA",11/20/2021,5.0,No comment,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cynthia V.,/user_details?userid=IvVjXYsyyNGjyc_qqqgq3g,"New York, NY",11/5/2021,4.0,Great little gem. Good food and service was excellent. Nice for a date.  Had the mussels and Brussel sprouts.,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
