Jennifer G.,/user_details?userid=U60_AeUUzNwuAkK9qRnfJQ,"Manchester, MD",4/4/2023,5.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sam E.,/user_details?userid=hnO9IsTLXPjvhX3XdUNMlA,"Brooklyn, NY",5/30/2022,5.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kyle S.,/user_details?userid=ZvpAUGvN2lml3dlArz0gmg,"Astoria, Queens, NY",6/27/2021,4.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rykeita L.,/user_details?userid=UXBEqJSwiw9TlFWJSlpbOw,"Bronx, Bronx, NY",3/27/2021,3.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Yasi H.,/user_details?userid=fbUn3iYiqQ00iRpcDzb3kw,"Brooklyn, NY",7/22/2021,5.0,"Loved this spot, located in downtown Brooklyn. They're open pretty late, until about 4am. I loved the flamingo theme they had going on. They have a variety of beers on tap as well as some frozen drinks. The bartender was really nice and let us sample some beers before we ordered. There is plenty of space for sitting at the bar or elsewhere, it's pretty spacious!",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christy J.,/user_details?userid=od78e_VNCO-vfwyarR3W_A,"Brooklyn, Brooklyn, NY",8/9/2021,4.0,"Stop by someday Bar after work with a few coworkers and decided to grab some drinks and appetizers. We opted for cheese curds, fried Mac n cheese, pretzels, and garlic parm wings. We were able to order on the TabbedOut app which was pretty cool because our orders came right out without saying a word to the waitress. This place is super cute and has a flamingo theme decor and a cute blue velvet couch. There's plenty of seating both indoor, at the bar and outdoor. The food was ok wings could use a bit more flavor, but definitely a good after work spot.",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
V P.,/user_details?userid=-J67FRKmRWpgC2XHVqmHeg,"Brooklyn, NY",11/20/2020,5.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michelle B.,/user_details?userid=ydDsJONTBI5Qy9zuJz-8Sg,"Brooklyn, NY",11/29/2021,5.0,"Amazing cocktails (try the Georgie!) and a huge selection of beer. The owner, Megan, is incredibly friendly, knowledgeable, and committed to making this one of the best bars in the neighborhood. I also love how there are affordable small bites that you can enjoy while having a beer. Proper small bites other than fries are so hard to find!",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Walter T.,/user_details?userid=T29vLwT-kimFDUcSpiKKlA,"Brooklyn, NY",2/22/2021,5.0,"I was here on Friday during the snowstorm, I was greeted at the door , temperature check and sigh in. I proceeded INSIDE to a table and ordered a tap beer , then got the Restaurant week special, a cheeseburger cooked medium w/ Swiss cheese , lettuce , tomato and onions and fries . It's a lot of fries to go . The place is big on the back and has a full bar. Also has cans and bottled beers Togo also . The old look good enough to eat . I wanna try the chicken wings next time . It has outdoor heaters if you wanna sit outside. I spoke to the owner here Megen and she's very beautiful and nice . The place has a pizza oven but it's not in used for now . SOMEDAY I be back again to have dinner here ..",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Oneka B.,/user_details?userid=ZcZhtSXZekOaenWWty063Q,"Brooklyn, NY",10/14/2020,5.0,"Loved it we were the only ones sitting outside for awhile. I had some of the caprisuns my friend tried a few of the draft beers. We both got wings i got a dozen Buffalo and he got a dozen wings as well but split the flavors some truffle wings and some teriyaki.  Hated the truffle butter ones they tasted really plan and blah but everything else was delish. Waitress was cool,helpful and attentive. First restaurant I've been too thats taking info for contact tracing though. So even though we sat outside just to use the bathroom we had to leave our contact info. Other than that loved it! Will be returning.",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christian V.,/user_details?userid=N-6obxn-OMBV36hCfJD5IA,"Brooklyn, NY",6/30/2021,2.0,"I was tempted to write a very detailed review about my last two experiences there, but I won't. I'll simply say that it's a two-star experience when Cairon (sp?) isn't there. When he's there, it's a top-notch experience. My friends and I have decided we will not return unless he's definitely there. To his fellow colleagues, please prepare yourselves for the ever annoying phone call: ""Is Cairon working this evening?"" Smooches!",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Victoria S.,/user_details?userid=iX0VuPxhWgMoE7Mn-6xddg,"Portland, OR",10/30/2020,5.0,"Really impressive menu and safe outdoor seating right now! The cocktails, mmm, depending on your tastes there's surely one that will satisfy - I personally suggest the Jaberwocky which is as delicious as it looks. As for food, it's above average bar fare, and my pick are the chicken wings. Truly can't believe I hadn't been here before covid. Will definitely be back!",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Minnie S.,/user_details?userid=0enqiJVD6A2QdNHtGSBxzg,"Brooklyn, NY",1/9/2022,3.0,"The cocktails and bartender were great. There was a large bar selection. Sadly, the first time we went the kitchen staff no showed so we were unable to get any dinner. We came back a few days later and tried the Burgers--not very tasty.",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Chris B.,/user_details?userid=bTgP6RjnYa9lREzqpmSxYw,"Midtown West, Manhattan, NY",9/6/2020,5.0,"Was very impressed with the food here, way above a typical bar. Started with the mini empanadas, which were packed with flavor and came with a very tasty dipping sauce. Next we tried the chicken tacos, which were my favorite. Chicken was very flavorful and tender and the shells were nice and crispy and held everything perfectly, could eat a dozen of these easily. For my main I had the fried chicken sandwich which was cooked perfectly. Nice and crispy outside, tender and juicy inside. The pickles and aioli added great flavor. I thought the fries were meh, but was so impressed with the rest of the meal that I didn't really care. Think they could knock it out of the park with a good cajun fry or perhaps something like waffle fries but that's just me. Will 100% be back here to try more of their menu.",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jen N.,/user_details?userid=WpPndmi6sqqCypWxYYNH0Q,"Arlington, VA",8/31/2019,5.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
David E.,/user_details?userid=WWngGMO3o5-0heGnUaST5Q,"New York, NY",2/10/2022,5.0,"Liked this place. Didn't have the food but there was an unusual group of whiskies to sample (fairly priced, too), excellent draft beers, and a big old fridge full of to-go local craft cans if you're so inclined. Server was friendly. Funky but not obnoxious decor. Clientele a mix of attractive, interesting, and weird--i.e., the right mix.",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tom M.,/user_details?userid=72qhHa97V4vj7lmpYRUTBA,"Brooklyn, NY",5/17/2021,5.0,Great local spot - good veggie burgers and a solid selection of beers on tap. Nicely toes the line between dive and non-dive as a bar.,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Desiree G.,/user_details?userid=jvX_H_0e8lhOxiKymHCwww,"Brooklyn, NY",10/19/2019,5.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Gina G.,/user_details?userid=FcJQ0TMmYtB_HDKAgTeOiw,"Brooklyn, NY",1/20/2020,5.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Megan D.,/user_details?userid=Lt1ICIX3F2WL3yVRvGqCIQ,"New York, NY",10/16/2020,5.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Arianna F.,/user_details?userid=6hF4W3kiIdZ67IypqZRHwA,"Astoria, New York, NY",8/8/2021,5.0,"I work at Clover Club down the street from Someday Bar and when you are in the craft cocktail scene hospitality is huge also knowing the product you are selling is a big one. Megan the owner is such a force to be reckon with and has hold down her spot with all types of curve balls but she has such a keen eye for a strong team as well! Ciaran the bartender is hospitality at its finest and is personable and creative and on top of his game when he is busy as well. And the food will gladly soak up anything you are drinking and always delicious and innovative as well! After a long day at clover I enjoy hitting up someday before the long ride home in Astoria I love this spot and the spot! Craft beer selection is a amazing, food is always delicious and fun, and service is INCREDIBLE!",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Julio Q.,/user_details?userid=RjfqSuneZb-h478Zoiqasg,"Queens, Queens, NY",11/21/2019,5.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Karena J.,/user_details?userid=qf8_Zm89K6dplyaAixcPvg,"Bronx, NY",10/19/2019,5.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ben W.,/user_details?userid=bUhhwNbyH72GjudIMvGIig,"Grandview, MO",2/15/2021,5.0,"This bar is the best! Great owner, amazing Chef! Go and show your support for this outstanding place to eat and drink!",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Paul S.,/user_details?userid=r__znA94AUea28aITR_wyA,"Huntersville, NC",11/30/2019,5.0,"Awesome vibe, people, food and drinks! Had the black bean croquettes with fries excellent!",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kelly M.,/user_details?userid=C36pbgSOOcmpyEsuZ7LSjQ,"Manhattan, NY",9/24/2020,5.0,No place better for catch-up drinks than Someday Bar. I had walked past it many a time during the lock-down and always had it on my radar to visit when Brooklyn started to come back to life. It did not disappoint. From a really good draft beer list to amazing buffalo cauliflower wings to a thoughtful layout - owner Megan R. knocked it out of the park. You have a new regular!,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Robert L.,/user_details?userid=23DdpgN62GDTOJV9w9LmtA,"Bronx, NY",1/30/2021,5.0,"Let me tell you, Someday Bar was certainly great. Great great atmosphere. Someday Bar has a fantastic Smash Burger, try it I think you would really like it, I certainly love it. All of the staff are incredibly helpful - you truly feel welcome and taken care of. My family and I plan to be regulars here.",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Zoe M.,/user_details?userid=hEOFFClrT68cGg3q9gdzQA,"Brooklyn, Brooklyn, NY",4/13/2020,5.0,Found this gem a few months go and have crowned her my favorite local spot. Megan (owner) is the absolute sweetest and she makes the best vodka cranz in town. The fried chicken sandwich is bomb and friends say her beer selection is great too. If you're local go grab some food and to-go drinks to support now but once this clears up you absolutely must go for happy hour. 10/10 all around,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kelly F.,/user_details?userid=vR6Zzznq1GQ2BAVl3sNzkw,"San Antonio, TX",8/8/2021,5.0,"I absolutely adore this place. Everyone on staff is amazing at their craft. Friendly, perfect. LOVE! ‍‍‍‍‍‍‍‍‍‍‍",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Daisy H.,/user_details?userid=Kix-CYihERnIzLPy0wve6w,"Queens, Queens, NY",6/16/2021,5.0,Awesome food ! I had the Mac and cheese bites and pretzel w. bier cheese and it was all very yummy. Bartender was super nice. I'll definitely be back for the bites.,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Juju B.,/user_details?userid=LTmf-oSJ1X5yaM4jIUhI8g,"Brooklyn, NY",5/9/2021,1.0,Terrible food and weak drinks. DO NOT place to-go orders because they will cancel on you at the last minute.,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ben W.,/user_details?userid=tioSOTnDZnidERCkEr04ug,"Brooklyn, NY",12/8/2019,2.0,No comment,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Zachary A.,/user_details?userid=JaqcCU3nxReTW2cBLHounA,"Austin, TX",9/1/2019,5.0,"Great beer bar that is remarkable tough to find in this immediate area. Doubles as a beer store but togo seemed to all go for $8 or more, so stick to drinking onsite. Tons of beers from the greats in NY like Barrier and Grimm. Heavy IPA available and all for $8-12. Got locals and easy to find mixed with the rates and all styles. Got full bar as well and wine and food (though kitchen closes before bar). Cold inside and can get loud but good beer bar feel. Tap list needs to be better displayed as portions are on multiple mirrors so you're literally walking the venue to pick a beer, but other than that a great find for a beer lover and typical prices that don't gouge you for getting the good stuff.",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Darren Dominique D.,/user_details?userid=8-E7bY3_qTQYDX9_P_PeMg,"SoMa, San Francisco, CA",5/1/2021,5.0,"Amazing beer selection, delicious craft cocktails and super staff! Really enjoy Someday Bar!",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
John C.,/user_details?userid=lzfuDkuzoa5u0Ri2QI3S6Q,"Brooklyn, NY",7/20/2019,5.0,"Stopped in for a beer on a really hot day last week. Bar was open 11 days according to the owner. Great beer selection and she had a strong knowledge of all the local beers in NY. Didn't see the menu but the burger that came out look delicious. Side note: the beer was extremely cold which is key, sounds simple but some places can't seem to achieve it.",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lauren P.,/user_details?userid=b0syF92kfviPH3fwu-nwVQ,"Downtown, Nashville, TN",9/13/2019,5.0,"Love this place! Food was excellent- had the burger, pierogies, and charcuterie plate. Beer selection is great and affordably priced! Definitely check our this new spot!!",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jerome W.,/user_details?userid=YS0FcfrkxV1s1j6GIFIToA,"Brooklyn, NY",1/4/2020,5.0,I have been to this bar a few times and every time I went it feels like a pleasure to be there. They have an awesome selection of craft beer on tap. They have food but I always get there late when the kitchen is closed. Brain is a great bartender and make some awesome cocktails. If you want to enjoy a good craft beer selection or a great cocktail this is the place for you.,https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Brooke D.,/user_details?userid=5fFwDWzsQMlIzVRnmi1t9Q,"Manhattan, New York, NY",8/27/2019,5.0,"Really great bar! Nice conversation, amazing drinks, and great atmosphere. Highly recommend! Will be back.",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Missy P.,/user_details?userid=jd_wZvG8pOFVFCHhOB4LMA,"New York, NY",10/6/2019,3.0,"Good beer selection and the food sounds yummy. Giving 3 stars for decor/atmosphere. Looks like an 80s dive bar (maroon and green, wooden accents) that they slapped neon signs on. I wish they had either kept it classic OR painted all the walls and brass mirrors white. It's kind of oddly stuck in-between.",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Meryl M.,/user_details?userid=pZB8ZBl60EflKveINHFxew,"Chicago, IL",1/18/2020,5.0,"This place is amazing and I'm a bit bummed we didn't discover it earlier! It's primarily order-at-the-bar but the bartender/owner, Megan, came by every now and then to check on us and take orders anyway. The whole staff was really friendly and quick. The restroom is gender neutral and clean with plenty of toilet paper (especially by bar standards). Happy hour lasts until 8pm and with a good array of $5 beers it was easy to make the credit card limit of $10. Best of all the music was such a fantastic throwback that we needed to know the playlist (Fastball radio on Spotify)! It was also perfect volume where we could talk without losing our voices but still hear it. We will definitely be back!",https://www.yelp.com/biz/someday-bar-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
