Jason M.,/user_details?userid=DjiTQpTqEfCiq2SkMFQWeg,"Midtown East, Manhattan, NY",12/8/2022,5.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ellen L.,/user_details?userid=IcjPM9m9MHCDpkuwBXqvQA,"Midtown East, New York, NY",7/16/2022,4.0,"We tried the Peking duck here and it was a fun experience. They come out with the duck and cut it in front of you, and then they have buns with scallions and hoisin sauce. They made 6 buns with duck for us and then gave us a separate plate with the rest of the duck. The skin was very crispy and the meat was well seasoned and flavorful. We also tried their soup dumplings which were decent. I don't think this place gets too busy since we were immediately seated for dinner and there were a lot of open tables around us.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lily H.,/user_details?userid=IVh-MA06BzXNohzzEeLyjg,"Atlanta, GA",1/6/2022,5.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lily S.,/user_details?userid=z4gnTJsqJw276e3rnS6Ydw,"New York, NY",6/28/2022,5.0,"Everything you want and more. 10/10 recommend for a classic dim sum experience. Pricing is fair, the soup dumplings were great, but my favorite was actually the cold sesame noodles.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Maki E.,/user_details?userid=KHU7G3yJIAIDbKpfp-e5vQ,"SoHo, Manhattan, NY",1/6/2023,5.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kristine S.,/user_details?userid=xZ8o-lOcU9M06dfpPKMdsw,"Jacksonville, FL",4/27/2022,5.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Keiko H.,/user_details?userid=ejVTLTbb5ytCmbqcilOY8g,"San Diego, CA",11/14/2022,4.0,"We were in NYC for a mini vacation and couldn't leave the city without going to the dim sum place.  I searched on yelp near dim sum, and this place kept coming up.  It seems that they have a variety of locations throughout the city.  This was not the typical place where they come around with the cart (or at least when we went on Sunday afternoon), but you order at the table.  We ordered our usual, but I will mention a few here.  The turnip cake was too floury not much turnip.  The shrimp shumai was ok, and the shrimp hakao was good.  Sticky rice with bbq was good but the rice wasn't sweet or sticky rather tasted like regular white rice.   Overall the food was mediocre to good and service was ok.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Isabel O.,/user_details?userid=ykuxhLfWQcIlxBelTyPaVA,"Dunwoody, GA",10/5/2022,5.0,I was a little sad they didn't offer the shrimp noodle during the week. Was shocked to find out how delicious every dish was! Definitely authentic dim sum! Can't wait to go back!,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jay S.,/user_details?userid=OmEpzRfwZAgCS0AlDcj9Ag,"Saratoga, CA",5/9/2022,5.0,"Friendly staff, really top quality dim sum. Several types of tea including pu er and chrysanthemum. Prices are reasonable, service was prompt. All in all we will definitely go back!",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alex G.,/user_details?userid=4k43P1zuES57ewaGC4jYjg,"Portland, ME",9/10/2022,5.0,"Darn good dim sum and Chinese cuisine establishment.  Authentic dishes and lots of choices.  Air conditioned and comfortable.  This is one of the few places that has both Shanghai soup dumplings AND bbq pork buns.  Obviously, the dim sum is delicious, but do yourself a favor and order the sautéed Chinese broccoli with crispy garlic - an extra special, vegetarian treat!  Overall, a top notch dim sum establishment.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sunny C.,/user_details?userid=w0W_hs1EX6x7XuZsEkHDDQ,"New York, NY",2/15/2022,4.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ka Yi L.,/user_details?userid=hCW2B2pDYnJ3P6grdDI0TA,"Brooklyn, Brooklyn, NY",3/12/2023,1.0,"Unfriendly staffs. The guy was very rude, made us feel unwelcome. Not like the one in Chinatown. They have much nicer staff and food there.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alesa W.,/user_details?userid=TaR1SQ0whb0keyXbPTNwTA,"Atlanta, GA",2/21/2022,4.0,"We came here on a Sunday afternoon and only had to wait about 10 minutes for a table. The bad: They didn't check our vaccination status, the first glass of water had a fly in it, and overall they seemed a little rushed. The good: dishes came out fast, prices were good for the serving size, and the food overall was very good. Best dishes were the buns and spring rolls.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Steph S.,/user_details?userid=gz0yZ-4w6oPPZRUIKhuAIw,"Manhattan, NY",9/27/2021,4.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Puja D.,/user_details?userid=FHbxqBvNmla8EuCCQc0Z6w,"Edison, NJ",4/5/2022,5.0,"Came here for a quick bite with a friend. This restaurant and the bathrooms were very clean, which is always appreciated. Service was great. Food was awesome! Loved the assortment of dishes we ate. They give a heaping portion of lo mein. Overall, great experience!",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Patricia A.,/user_details?userid=oRbXpbYJC-ZSoy7Jvfmttw,"New York, NY",9/14/2022,5.0,"Quick service, huge selection of yummy dumplings at reasonable price. A must go to place.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bernadette B.,/user_details?userid=aH9BOiuJgYxygqDNBLau_Q,"Livonia, MI",7/30/2021,5.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Gabby S.,/user_details?userid=wU9ykgSWO0f3QMW83n3Y9Q,"New York, NY",1/21/2022,5.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rocio F.,/user_details?userid=PDw5hHm_1696v82vsAVp0g,"Long Island, NY",2/13/2022,5.0,Incredible place. Exactly what we were looking for. Very well priced as well. I am thankful we came here. We will be returning.,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Elaine M.,/user_details?userid=K5tM9NnRXCTF5mCZqSR3LQ,"New York, NY",12/29/2021,5.0,"Absolutely recommend this place for dim sum. The food is reasonably priced (especially if you go with a bigger group) and authentic. The only thing I wouldn't recommend on their menu that I've tried is their shredded duck wonton soup - the soup had almost no flavor. DEFINITELY get the pork and 1000 year egg congee, that may be one of my favorite dim sum dishes here.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Wendy H.,/user_details?userid=jzqLpVkB1rg9AssLKm7lvw,"New York, NY",12/6/2021,5.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sean M.,/user_details?userid=xEds3QTyjjCIxnFEJCXCPg,"New York, NY",7/17/2022,4.0,"Loved this place! Everyone needs to try the fried milk things. We got thirteen different dishes, and for the most part everything was flavorful and delicious. We were a bit disapointed in the BBQ Port buns and the taro buns, but otherwise this was solid and we'll definitely be returning.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sarah W.,/user_details?userid=5HI_8pZSVpznpURUcMG3QQ,"Naperville, IL",1/8/2022,4.0,"The normal dim sum options were available and everything we ordered was delicious. The place is really clean and orderly, but the staff is a little rude. You have to stop people to get more water and to order more food. I recommend the sticky rice with pork wrapped in lotus leaves. This dish comes with two portions, but they're kind of small.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Pam W.,/user_details?userid=ocIjpElSuGzpeb3qJ0qOew,"Allendale, NJ",3/4/2023,5.0,"We were a party of 9 for lunch. The service was outstanding, the owner/manager was very friendly and went out of his way to welcome our table and talk to the teenagers at the table. We overordered (our fault) and although it was not inexpensive, it was worth it. And we have some picky eaters. Plus we then had leftovers to bring home. It was all delicious - the dim sum platter, the soup dumplings, the shumai, egg rolls... The staff was also very patient with us while we decided and we did not feel rushed at all.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Victoria S.,/user_details?userid=4c8ae46TrxTymlb_0z-O0A,"Reston, VA",4/17/2022,5.0,"Went here for my second time after a few years, and it's just as wonderful as I remember - there's NOTHING on the menu I wouldn't recommend. Their dumplings are worth coming back for every time.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jim P.,/user_details?userid=19Lg33bvx00Usr3s82LSHA,"Dallas, TX",7/31/2022,5.0,"Highly recommend the ""chicken juicy bun"" soup dumplings. Large portion and great value at $10.95. Table devour is fairly basic. Outdoor seating available",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Evie T.,/user_details?userid=jRqcbt3PrZl5sd7n5lqooQ,"Pearland, TX",5/16/2022,4.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Julie P.,/user_details?userid=e6QrBzSEHS6WgnKCK05ETw,"Brooklyn, NY",5/14/2022,5.0,"Gorgeous restaurant, yummy food! I found this place last minute. Family was visiting us and wanted dim sum. When we arrived, I was a little hesitant about eating here because it was so clean (lol). I know that sounds strange but like all the amazing dim sum places I ever been to were chaotic and messy! Anyways, immediately we are greeted with the man who wears a UCLA uncle hat. He knew Filipino dishes so the first thing he offered my entire family was lugaw  (congee). The family couldn't say no - so they got some and they liked it. For our meal, we ordered the chicken juicy dumpling, pork dumpling, shrimp shumai, chicken feet, Peking duck, pineapple fried rice, and this beef noodle dish that I didn't catch the name of. Everyone enjoyed the meal taste-wise! I had ordered the pineapple fried rice, hoping it was going to come in a pineapple like the photo, but it didn't. That was the only upsetting part. Other than that, we're definitely coming back to visit! When I come by myself, I will definitely be ordering more than we did during our visit. I felt like I needed to experience more but we had all gotten full very fast! I didn't get many photos and took more videos... whoops! If curious to see my video, you can find it on IG at @ashrafeats. If not, enjoy the two photos of the Peking duck. Lol.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Andy C.,/user_details?userid=550T6nhUrBoYd6ysq6hDTw,"Gaithersburg, MD",9/23/2021,4.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Amy S.,/user_details?userid=r3ii6uOjsD0Rb5Rweu9GcQ,"Atlanta, GA",4/25/2022,5.0,"We got takeout from here, and it was very good! It was easy to order online, and we only had to wait 30 min for the food to be ready. They packaged everything nicely (the only issue was the soy sauce leaked but that's no big deal). I recommend this spot for great dim sum!",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Yang L.,/user_details?userid=F7fgpF8yE12kV2N6910Siw,"Madison, WI",5/11/2022,5.0,"My favorite dim sum place in town. It is really quite during weekday morning. Really delicious. Must order: shrimping dumplings, radish cake and shrimp rice noodle.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rianna B.,/user_details?userid=BuZnVY0z7Oj4ImSVJ-FtUw,"Manhattan, New York, NY",2/24/2022,5.0,Favorite Dim Sum Palace in the City. They are the best. Scallion pancakes. Shanghai fried rice. Bok choy. Congee. Vegetarian Dim Sum platter. Taro buns. Sesame balls. Yes every time.,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Shuting Z.,/user_details?userid=bMWaSEv_iuI8RK4D0pTMfw,"Brooklyn, NY",5/5/2022,5.0,"Good food good vibe and good service. Moreover, lots of good options for gluten intolerant people like me!",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nikki L.,/user_details?userid=VDseKKt5Oe-4fU-z9bHJiQ,"Manhattan, NY",8/9/2021,4.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
James T.,/user_details?userid=KJSWi4CmhEBi7ck5WeWQHg,"San Clemente, CA",6/22/2022,5.0,"Very good dim sum and the lunch special is great. I highly suggest the ""pan fried shrimp with sausage & chives dumplings"" and the ""Shanghai juicy pork buns"". The taro buns are also very good.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Marina C.,/user_details?userid=bZFETqQ0reXJcAf1a8eEog,"East Elmhurst, NY",1/7/2022,4.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
J R.,/user_details?userid=VIlL4upnXiV1XrvkC2w9Og,"Fairfax, VA",12/29/2022,5.0,The salt and pepper squid is a definitely must try. The batter is perfectly light and crispy and seasoned perfectly. Would come again. Great service as well!,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kathy T.,/user_details?userid=ni_mLD_WddfXvn3I8Q1BtA,"Seattle, WA",3/20/2022,5.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Emmy V.,/user_details?userid=GZMdUPYDEuoRzo2gDHllCw,"FLUSHING, NY",8/24/2020,4.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ho A.,/user_details?userid=8lAlsgpzEL3ccSdEbsHEJw,"Manhattan, NY",8/1/2021,5.0,"Fresh dimsum, delicious stewed chicken feet, tasty chilly sauce. Fast service. A bit pricey though but I guess because it's in Manhatan. My favorite is the eggyork creamy bun. You have to try it. Once I open it with my hand, the inside york was running. Sooo good.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rachel G.,/user_details?userid=BE7WTUhcUkAXfI5grxqnhg,"Los Angeles, CA",12/29/2021,5.0,"Delicious dim sum, lots of veggie options & amazing soup dumplings!  Quick service, very friendly.  Loved the spicy mushroom dumplings!",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michael Y.,/user_details?userid=RTTMsplbxNb61fujtFz23g,"New York, NY",6/4/2021,5.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christine L.,/user_details?userid=7ORGbp2zR3A0OskWcIwHmg,"Los Angeles, CA",12/16/2021,4.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christine M.,/user_details?userid=NxmdToWG271VDjBsw15d4A,"FL, FL",3/12/2022,4.0,Yum!! We couldn't wait to try this location and we were not disappointed! Food was fresh and tasty. Service was friendly and attentive. We are looking forward to visiting again.,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ethan C.,/user_details?userid=-SOXBtO5UnPWTg7zyT-egw,"KNICKERBOCKER, NY",7/24/2022,5.0,"Great service, staff are very attentive. Food and dim sum are excellent. Love the dinner menu. Great selections to choose from. Seatings are very comfortable. One of the best dim sum in the area.",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lily N.,/user_details?userid=XvOO1rRf3sJNBk-BpXkrMQ,"Sterling Heights, MI",12/17/2021,5.0,"The staff was very friendly, the food was AHHHHMAZING. Everything was so fresh. I'm already craving it again! ALLLL the dumplings were delicious. The plum wine was also a perfect pairing with our meal. 10/10 would recommend!",https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ferdinand C.,/user_details?userid=c5fNHqphgASeXLidsnQexA,"New York, NY",5/23/2021,5.0,No comment,https://www.yelp.com/biz/dim-sum-palace-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
