Michael K.,/user_details?userid=YIF41kppR2RaV0Yc5SBe6g,"Queens Village, New York, NY",3/6/2023,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Diana H.,/user_details?userid=ksPB1iJCJ84yddyu0gpESQ,"Middle Village, NY",3/9/2023,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Matteo R.,/user_details?userid=QwY_IrZ7Xs4N1ksO6GUBOA,"Brooklyn, NY",6/8/2022,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tracy W.,/user_details?userid=EHXTmCaauH9HwQrsjsBc1g,"Brooklyn, NY",6/25/2022,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jonathan L.,/user_details?userid=deyNq-RaC3HMIoFHEytb5Q,"Brooklyn, NY",8/10/2022,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Edward R.,/user_details?userid=XxBbmN0D74n1M_8Rc3RydA,"Monroe Township, NJ",11/7/2022,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Franny A.,/user_details?userid=uWnVvgXhopXEPdEcI2vXrQ,"New York, NY",5/28/2022,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mikki D.,/user_details?userid=tWsBONEilld_oIJ2UBmR5Q,"Brooklyn, NY",3/14/2023,5.0,"Went for brunch with my Mom and partner. The food was tasty and good portions. The restaurant is on the smaller side but the windows on all sides let in a ton of light and make it feel really light, airy and open. The staff were friendly and gave good recommendations. We will return!",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
S G.,/user_details?userid=pvEU3eOTWKorZY0pUfXdlQ,"Brooklyn, NY",3/19/2023,5.0,"Was bummed to hear Gladys closed but this restaurant now in the old Gladys location is really stellar. We were seated at the bar as we didn't have any reservations. Service was great from the hostess to the bartending staff and wait staff, they were all super nice and welcoming. After much back and forth, we had the happy hour oysters, Sea Bass Crudo, the Pork Belly, the Brick Chicken, Roasted Carrots and the Lemon tart. All of them were delicious and on point. Will definitely be back to try something from their open fire pit (pork chop or steak).",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alysia N.,/user_details?userid=1EpOc_HtGaaO9zRlhC1GCQ,"Manhattan, New York, NY",1/8/2023,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Donna G.,/user_details?userid=SjK1pB2QlrmCsnguF3yjzg,"Brooklyn, NY",3/11/2023,1.0,I will never understand not serving the current customer because you're waiting for the next. There were multiple empty tables but they only offered us seating at the bar. We left so I can't give feedback on the food but customer service wasn't accommodating enough to stay.,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jon S.,/user_details?userid=PLd5nbR0ZR2efGVk8xyOww,"Alameda, CA",12/29/2022,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Benjamin N.,/user_details?userid=lz9R6Eq1TcWpBPU-Tcn1KQ,"Brooklyn, Brooklyn, NY",1/8/2023,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Emre S.,/user_details?userid=wOSdkwYvBcA0jdetrlii7Q,"San Francisco, CA",1/17/2023,5.0,"Great local spot! Good drinks, piri piri chicken was incredible! Definitely will be back! Thank you",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alyvia P.,/user_details?userid=pnU0L7MWAKf-FlITzfVNxg,"Brooklyn, NY",11/11/2022,5.0,"We have been walking by for months and finally stopped in for dinner. What a wonderful surprise! We loved the menu so much that we almost ordered every appetizer. The pork belly melts in your mouth and should not be missed. Same goes for the beet carpaccio salad. It was a flavor and texture explosion from the first bite- tangy and sweet, soft and crunchy. My husband ordered the pork chop and was not disappointed, as he is usually upset with portion sizes, this did not disappoint. Our drinks were also delicious, especially my Negroni with a special gin. The service was impeccable. We can't wait to go back- haven't stopped talking about it all day!",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Eric N.,/user_details?userid=viz8Zp7WI7cwXdirR2YlUA,"San Francisco, CA",1/12/2023,5.0,Excellent restaurant! I personally love the pork chop and when they have the tuna as a special. Everything is wonderful. Go to Arden now before more people catch wind and it starts getting too crowded. Happy hour menu is a great deal. Can't miss!,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lynslee M.,/user_details?userid=F0hHDBmnVxo5fqQLPRHHFg,"Brooklyn, NY",8/25/2022,5.0,My friend was visiting and suggested we eat at this place and it did not disappoint! They've only been open for 3 months but the service was unmatched. I don't think I've ever been to a place where the owner was so involved and accommodating and also brought the chef out to us at the end of the meal. The ambiance was amazing and the servers were kind and prompt. We really loved every single dish we had and none disappointed. We ate at estela yesterday and I gotta say Arden was overall better for me in terms of flavor and portion! Definitely will be coming back here and as a regular. Thanks Arden,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mattea F.,/user_details?userid=2BwoDpKDXSqA9rAFlLevsw,"Astoria, New York, NY",3/15/2023,5.0,This place has a chill and nice atmosphere. My group was in for happy hour and I think we tried almost all of the cocktails. The Pink Flamingo and The Low Down were my favorites. We shared some apps and the Shrimp and Crispy Pork belly were both delectable. This is a great spot to come in after work and get some drinks and good food.,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mindy N.,/user_details?userid=pa6as6zqvnIgo7APCBeXdQ,"Long Beach, CA",8/24/2022,5.0,"I came here to celebrate my birthday early with some friends. The owner actually seated us and served us. He was so helpful in regards to questions about the menu. As a party of 4, we ordered about 7 dishes and it was plenty enough for us. My favorite would be the charred asparagus as well as the ahi tuna.  I would definitely recommend this place for a casual dinner with some friends or on a date as well!!",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Evita R.,/user_details?userid=yYGA5MrxxokOons471iEUA,"Monroe Township, NJ",11/7/2022,5.0,"The place has an excellent location on the corner of busy intersection and looks like it's been there a while but not so with their New American menu. My first dine out experience in Brooklyn since the pandemic. It did not disappoint. Started with the appetizers of grilled marrowbone and the pork belly. Yes, it was that good - we had another order of the marrowbone. Mains were individual bowls of bouillabaisse and linguine with clams. Dessert was a lemon curd tart with fresh raspberries and blueberries. It's definitely worth a trip back to go through the interesting menu. Their cocktails to start were pretty good. Try ""the painkiller"" - works!",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Damon A.,/user_details?userid=5yboTzMEpxoZOy5-B9-qsQ,"Brooklyn, NY",8/6/2022,5.0,Great atmosphere and delicious food. Pork chop and chicken were amazing. Solid cocktails. Highly recommend.,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sondra M.,/user_details?userid=wHmFDAAo3TVOHwd5gpNCIg,"Deer Park, NY",8/6/2022,5.0,The food here was incredible. Super fresh ingredients and everything was delicious-- the service was also top notch! I will be visiting again!,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Virginia H.,/user_details?userid=5b4CxS_47y7DCMh1mg_j7A,"Brooklyn, NY",6/25/2022,5.0,Fantastic dinner! So thrilled to have them in the neighborhood. Watermelon salad was a dream.,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
K R.,/user_details?userid=UK6p_AF3a4lcX75aQwNhVQ,"Ghent, Norfolk, VA",7/12/2022,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sara Joe W.,/user_details?userid=NSP6Hf89cHi4IhNv7uXedw,"New York, NY",1/12/2023,5.0,"Arden has quickly become one of our favorite restaurants! They have an excellent happy hour and drink options, and my fiance and I are consistently impressed with their entrees. Honestly we've enjoyed everything we've had there but I particularly love the Brick Roasted Piri Piri Chicken! Owner is also very nice and gives great recommendations. Can't wait to return!",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kassie G.,/user_details?userid=mgdSBW1qgypVz7yUxS0MhQ,"Chicago, IL",10/20/2022,4.0,"haven't been here for food - only a drink but this is such a cute and cozy neighborhood spot. I have passed by it many times and have been wanting to stop in. I definitely recommend it for the ambiance, as I can't speak on how the food is. but staff is really friendly and drinks are good!",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Thomas F.,/user_details?userid=pnTXcldoroLAH0Bj9TDGYA,"Manhattan, NY",6/12/2022,5.0,Amazing food and service in a very cute environment. Small and very well designed menu. Everything tasted delightful!,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tracey O.,/user_details?userid=CvwC9_OrwU7aSX0T7mQMoQ,"Prospect Heights, Brooklyn, NY",7/22/2022,5.0,"The food was amazing....the broiled oysters, shrimp cocktail, skate sliders, the crispy potatoes, the pork chop...bok choy, mussels were sooo good! Geez! Definitely coming back!!",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Morry B.,/user_details?userid=LB5SJcp30QdoCiDzDpDXEg,"The Bronx, The Bronx, NY",1/4/2023,5.0,"Fantastic!! Start to finish. Exciting new and inventive combinations of flavors make for an inspired meal. Excellent service, ambiance, presentation. Wow!! Best restaurant experience I've had in a long time. We plan to go back to try the other items on the menu!! Can't wait.",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rachel B.,/user_details?userid=ve7dg0n-AFfpY6NVxkDf4A,"Brooklyn, NY",8/22/2022,5.0,So good! A beautiful atmosphere with a great happy hour and even better service. Definitely recommend!,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alec M.,/user_details?userid=fT_T2J8RtU0BDWr3y4NO6w,"Brooklyn, NY",6/13/2022,5.0,"A truly special addition to the neighborhood! Franklin Ave is already great but has been begging for a friendly upscale neighborhood American spot like Arden. Scott and the team are so welcoming and have crafted a delicious, diverse, and elegantly simple menu. Highly recommend for date night, random weekday dinner, nightcap and dessert, or anything in between",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jenny J.,/user_details?userid=ftFe-pM7lqBD0zH335oaqA,"Seattle, WA",8/6/2022,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cynthia` O.,/user_details?userid=WQzCPsVkZaOqYSK5nXyBkQ,"Brooklyn, NY",6/15/2022,5.0,No comment,https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jonathan B.,/user_details?userid=udTuLS5CHI7V5xtT3xvtZA,"Queens, Queens, NY",8/7/2022,5.0,"Highly recommend going here, many times.  Everything was absolutely amazing! Food was some of the most flavorful and so well presented, atmosphere was cozy bright, fresh and welcoming,  server Alex was so nice and friendly.  We had the pork chops, salmon and skate.  All of those were really really good.  Appetizers were all good.  I cannot wait to return to this lovely spot.  Thanks Arden!",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Gabriel C.,/user_details?userid=5DJkgYZRKJMI6iDWTnUNkg,"Financial District, San Francisco, CA",2/8/2023,3.0,"im genuinely sad to say I had a very disappointing experience at what is probably my favorite restaurant in crown heights. had reservations for 8pm on a wednesday, but wasn't seated till 8:30 even though there were several tables available as far as i could see. even if they were holding tables for later reservations, does the fact that we were waiting 30mins upon our RESERVATION not take precedence? and whilst waiting, we ordered two drinks at the bar and those took 20mins to arrive. the salad we ordered once we finally sat was inedible. We watched as it was taken back, tasted by the chef, who was repulsed by it too. our drinks were good and the steak was okay, but after recommending what i thought was one the best restaurants in brooklyn to several friends, it really did feel like a let down. no fault to the staff or the chefs but i don't know. im just... saddened by the whole experience.",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Catie R.,/user_details?userid=yKX2U3mgSkoH66K-bhngLg,"MARTINS ADD, MD",8/3/2022,5.0,"Was waiting for this corner to host another neighborhood gem...and man we got one. Pork belly is some of the best I've ever had. Really solid highballs. The steak & potatoes is killer. Amazing energy in the place. Scott, one of the owners, is a fantastic host, makes you feel right at home. Great spot if your parents are in town, date night, casual weeknight dinner...really any occasion. Excited to go back!",https://www.yelp.com/biz/arden-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
G L.,/user_details?userid=K8FTSUaGeVY20LtmNmgOkw,"New York, NY",3/18/2023,5.0,No comment,https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Courtney G.,/user_details?userid=oKA6b5Oo_6wVTKawW5Ap0g,"Brooklyn, NY",1/23/2023,3.0,No comment,https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Chris A.,/user_details?userid=wkwDWSQB3CfSOUFtg4KBTw,"Brooklyn, NY",1/2/2023,2.0,No comment,https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Food Jerk X.,/user_details?userid=fGB9COKYV-neDLbAUeOXlw,"Brooklyn, NY",3/30/2023,2.0,No comment,https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Phenpatson L.,/user_details?userid=f6Zof7wj5g7mIJCyY2Dd8Q,"New York, NY",3/12/2023,5.0,"Julianna was the best!!!!! The food was so good and not over priced. Good ambience and great details. We enjoyed the birthday brunch here. Only one thing that threw us of was the hostess. She need to be more communicative and friendly also put on some smile on her face, I assume her name is Anna. Anyway love the place and this is only suggestion for the better. Please don't be mad.",https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Caitlin D.,/user_details?userid=GH_BprrNu0cn-FUtfz8sXA,"New York, NY",12/8/2022,3.0,No comment,https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jenny C.,/user_details?userid=IRhpueRM0lSjFAqFAvuDsg,"Brooklyn, NY",7/21/2022,5.0,No comment,https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tom G.,/user_details?userid=lWrL8mCvXtonUHTbqM2VEg,"Bradenton, FL",11/11/2022,3.0,"This is a fairly typical Brooklyn hipster-ish place.  We did like it, though.  Four of us (plus infant) came in for a Sunday brunch.  We had reservations and were seated right away.  Service was good.  Again, typical for the area, it was on the small side and I felt a little cramped, but it did have some outdoor seating also.  I had a mushroom omelet and an Americano.  All the food was OK, not really great.  Pricing was high, even for this part of Brooklyn.  So, overall OK, but I would not seek it out again.",https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michelle L.,/user_details?userid=IBMI3FEp1qW_PbPlIsB2cA,"Brooklyn, NY",1/31/2023,3.0,"I enjoyed the ambiance and art deco vibes. I was a little disappointed in the food. We ordered a number of the veggie sides and they were overly greasy and the brussel sprouts felt over cooked and burned. The fava bean appetizer can be skipped completely. It's confusing and pricey. I asked for a vegetarian pasta as there were no options on the menu and they offered me spaghetti with tomato sauce. No vegetables could be added I was told. The mushroom pizza was pretty good I will say. Probably not coming back though, not vegan friendly.",https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Diana M.,/user_details?userid=mZv5rlPN1psDRchowteq0A,"Brooklyn, NY",10/5/2022,2.0,No comment,https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Colm M.,/user_details?userid=0ST-QCTUmknHKlpPUx6rfg,"Clinton Hill, Brooklyn, NY",1/21/2023,2.0,No comment,https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Justin W.,/user_details?userid=M903nlD6jrtH6IMlxjB_GQ,"Manhattan, NY",5/22/2022,5.0,"Second time here at the cafe. While the pizza is obviously good the coffee shop is magic. Today the barista is super busy on a hot 90 degree sunday but she is crushing it, slaying drinks left to right. She kindly explained what a Shakerato was and made the tastiest drink. Thank you! Also y'all better be tipping!!!",https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
