Leslie S.,/user_details?userid=oZ4JQMwXsljri_7FEFm12w,"Miami Springs, FL",3/22/2023,5.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Pratima M.,/user_details?userid=jo_aC3zXPQZu4BwmkhStgg,"Seattle, WA",10/30/2022,5.0,"A chic little chores shop tucked right into the heart of Dumbo, just a short walk from the iconic bridge photo spot. I stopped by with my coworkers to grab an afternoon pick-me-up and loved it. The interior was spacious and airy, with lots of seating and people working. They have a cute, covered outdoor patio with tables as well. The baristas were super sweet and helpful, too. I got the chai and it was a TAD on the sweet side but still really yummy -- I would totally come back again!",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jenny K.,/user_details?userid=w1b9TP1Fm_yQt6IBtwMBuw,"New York, NY",10/14/2022,4.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Coral S.,/user_details?userid=skrEjZLQTeSRqTQqIvMR1Q,"Tampa, FL",2/6/2022,4.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nicole C.,/user_details?userid=4oYJ7To_F8P_wfv3B5dw4w,"New York, NY",10/6/2022,4.0,"Very cute interior that's well decorated but coffee is just okay, not anything outstanding.",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Margarita B.,/user_details?userid=qBF54C4yldJPH5e3MLE0LQ,"Miami Beach, FL",4/28/2022,4.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bonnie G.,/user_details?userid=hSjX6zEDG3fPPwAoUiUWLA,"New York, NY",1/28/2022,4.0,"This place is a little too trendy and expensive for what it is BUT! I am the fool who got the $10 oatmeal and I've gotta say, it's actually so good. Full of not too much turmeric and sweetness and pecans and apples and dried blueberries and all this other stuff that's really hearty and delicious. I don't know what compelled me to spend $10 on an oatmeal but if you're a fan of oatmeal, I say, get it.",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tracey Z.,/user_details?userid=wtSIKrgSZ1ZfpROKbJXcNQ,"Austin, TX",8/5/2021,3.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
June S.,/user_details?userid=xLJhiR7QIbLTFWX6FzUQ7A,"New York, NY",7/7/2021,5.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Minly L.,/user_details?userid=HUKcaI6KkpYYsEcLL9LJtA,"Dallas, TX",7/2/2021,5.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lucy P.,/user_details?userid=F9c8sdCNw9qRPPTnLC9Hxg,"Alameda, CA",11/24/2021,4.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Suki C.,/user_details?userid=tsUyW00pK3lQM0SqC-LIBA,"Brooklyn, NY",5/27/2021,5.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sam E.,/user_details?userid=8pt2UxNjNB5gFocfbCnzmw,"New York, NY",6/14/2021,4.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nora C.,/user_details?userid=9BEHJ8VJxZvOWltacYELTA,"Richmond, VA",7/5/2021,4.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Zoe M.,/user_details?userid=jjNt5sZF0wBzPuI7JB08tA,"Chula Vista, CA",6/30/2022,5.0,"The place is very cute! I was stressed about ordering a latte once I realized they didn't have flavored syrups, and only use simple syrup. Well, let me tell you! They don't need flavored syrups because their beans are so good and the coffee is so flavorful. It was delicious!",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Hazel A.,/user_details?userid=L2agN45fn74VeuP1Fv9gxg,"Santa Clarita, CA",10/18/2021,5.0,"This coffee place was easily one of my favorite spots when I visited NYC. Really liked the customer service, all the baristas were friendly. I came here twice and ordered the matcha, and iced latte with oat milk. Both drinks  were so good and smooth. Also, the breakfast empanada and sandwich are perfect for an on-the go snack. I also tried the olive oil muffin and it was so moist and not too sweet.",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Wesley K.,/user_details?userid=mKABI0h2zwKv4fzE9_PFrA,"Manhattan, NY",10/28/2021,5.0,"Wow one of the few places where the hype actually meets the quality of the product. I remember seeing Butler when there was a collab done with them and Prada. I was too busy to go, but didn't realize there was a location in DUMBO. Immediately, I went to go and the sticky date muffin and the croissant are divine. I was surprised that even the cold brew is divine as well. When I was walking back to the office, the cold brew and pastry made me smile which says a lot when good food has the energy and soul to do that. Where as, the only downfall would be price as their prices here are astronomical. However, the justification is that you are paying for quality. I think their drinks are better than % Arabica.",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Zhane F.,/user_details?userid=AukeJ8v_puIn63SJPXiC1g,"New York, NY",8/22/2022,3.0,Giving Butler 3 stars because the baristas and employees were extremely nice but the latte tasted like oatmilk and water. My best friend said her matcha was super good tho,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Katey G.,/user_details?userid=NT5PIrm_5PMIvhKThayOIg,"New York, NY",1/11/2021,5.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alden K.,/user_details?userid=CpRBM-El-mqvbv93lYX5QA,"Manhattan, NY",3/26/2022,4.0,"The cruffin is worth trying. It's a decent size. The taste is great. The mini sausage roll is Big considering the name is mini, but not as big as the sausage rolls you might be used to across the pond.",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nicholas G.,/user_details?userid=fExL6u06xTSg13k945IPAQ,"Hoboken, NJ",12/11/2020,5.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tara C.,/user_details?userid=GWC6I7DI6r4blEkuFmUaNA,"Brooklyn, NY",12/19/2020,5.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rosa C.,/user_details?userid=ZJFVOVZEZhMBWT6soI4eRg,"Brooklyn, NY",9/5/2021,5.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kristelle B.,/user_details?userid=ivIPSlJ48TURg8a_SXr0lw,"San Diego, CA",4/4/2022,5.0,Butler is on top of my most favorite bakeries in the city now. I love their selection of pastries and the ambience in their beautiful locations! They also offer pistachio milk for their coffee. Can't wait to be back to try their other pastries.,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ruby G.,/user_details?userid=a37bRfrRb-Jtp-hdO70L6g,"Sepang, Malaysia",1/22/2023,5.0,Love their oat milk cappuccino and fresh baked pastries. Nice vibe and decoration as well as good service and location,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nata D.,/user_details?userid=0Az-x-_xveaAEghs8snubQ,"Charlotte, NC",9/2/2021,5.0,"Upon arrival, you are greeted by an open green space, due to the plants, with lots of natural light. The environment itself is pleasing & welcoming. The lighting is warm & comforting & the employees are extremely accommodating. We came later in the day but they still had a few gluten free options available. The matcha was AMAZING, (I still think about it weeks later). Water was available to the side which was a nice accommodation. The overall experience was truly great, I will definitely be back.",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Francisco T.,/user_details?userid=BbyYhElLQxfS5qLEazaUKw,"Houston, TX",1/11/2022,5.0,"Great coffee at this place, but their cakes and pastries took the spotlight for us. We tried a couple of things and were very pleased. The date muffin was my favorite. Try it.",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Gloria C.,/user_details?userid=fGoNa4FCE6dv7FBOhvCnSw,"San Francisco, CA",6/10/2021,1.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Siena B.,/user_details?userid=uf8yyI6DteCtSI3wJ8cQ_w,"New York, NY",1/23/2022,4.0,Great spot to enjoy a cup of coffee with an amazing view of the Brooklyn bridge! Also make sure to try the avocado toast. Did I mention they have pistachio milk?!,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jennifer N.,/user_details?userid=OI3g8cwZ85k3bYzzNclu0w,"Brooklyn, NY",3/17/2022,1.0,"Ordered a cold brew today and found something slimy at the bottom of the cup. I have no idea what it is and it's gross. Don't buy the coffee here, this place doesn't seem sanitary.",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Su L.,/user_details?userid=m_phS1XYkGv2_kZd2gzjkw,"Los Angeles, CA",1/24/2021,4.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Laura D.,/user_details?userid=M5ByfayGvVzCb0YZnRtW9A,"New York, NY",7/7/2022,4.0,Very wonderful restaurant and amazing food and coffee. Such lovely place with welcoming atmosphere. The menu is pretty excellent. The Breakfast empanada and petite french toast is really good and so delicious. The coffee is good and has smooth flavor. Reasonable price and has great service.,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Akash J.,/user_details?userid=TjcJxReJcKUzCeTrHhclTw,"Brooklyn, NY",9/26/2021,5.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jell G.,/user_details?userid=fYE5mYFuWnjGWjeQ-R895w,"Hemet, CA",1/23/2022,5.0,Cute place near the famous street where people take picture of the Manhattan bridge. Food tasted great.,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Daisy L.,/user_details?userid=rxSzpRtdJxiPUoYcx3hV1g,"Los Angeles, CA",2/20/2022,4.0,"Veggie empanada was ok, however, my cappuccino was amazing. Perfect espresso to foam ratio! Reasonable prices",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jessica K.,/user_details?userid=3cgBQ09jimNOttjR1UtufA,"Irvine, CA",2/1/2021,5.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Pam U.,/user_details?userid=_ZvvzLFcChWZkcFhUbbUbA,"San Francisco, CA",12/20/2021,2.0,"Dangggg! The lady that yelled for vaccination card, relax we got it! No need to be aggressive . Food? So-so. Service? None. Got yelled at and mixed up what we wanted at the register by the same lady with glasses, checked! Feel like we are beggers not customers. Are they busy?!? Not when We walked in. Ridiculous! Go to the other locations. Possibly less grumpy.lol. Overall badddd experience!!!",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bobby T.,/user_details?userid=L6OBFy7KE2WxUtQYnHBr-g,"Westchester, Los Angeles, CA",2/4/2022,5.0,The coffee was smooth and tasty.   Service was great.  I even saw the cute black haired female staff run out to give a customer a cellphone he forgot in the pouring rain.  Staff had smiles all around.   You can tell the team is proud of their work.,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Angela N.,/user_details?userid=ooqjyL0R5WHVpDi2KxWQMg,"Harrisburg, PA",5/28/2022,5.0,"My girlfriend and i did a quick search and found Butler. We saw a huge line, but luckily decided to wait. When we say we had the best breakfast sandwich we have ever had, we mean it!!! We live three hours away and would come back simply to eat here. Service was quick, staff was friendly, and we were surprised that we got a seat. The location is excellent with lots to do around Dumbo. If you're in the area, I can't recommend this place enough! I don't ever write reviews, but this place was too good!",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lucas F.,/user_details?userid=ImNWi5ht8hGnCI6zpeVQrQ,"Downtown Brooklyn, NY",5/10/2022,2.0,"Doesn't have enough staff to deal with orders properly, 10 minutes wait for a drip coffee, which was cold, and they bumped their prices blaming the pandemic, I hope the staff is getting paid that bump in prices because they been really overworked.",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michelle F.,/user_details?userid=-nzUseE6h-ax52ScbFnYkA,"Queens, NY",2/27/2019,4.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tessa C.,/user_details?userid=cEiHy_mkk4nr4TCu0q_6HA,"Manhattan, NY",6/10/2021,5.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Eleonora F.,/user_details?userid=OfBdNineOd9wfFzOh3-s2Q,"Brooklyn, Brooklyn, NY",6/29/2021,1.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Emily S.,/user_details?userid=xbgldoimKvxbuPEefuBY4A,"Chicago, IL",3/6/2020,5.0,"Had a wonderful, relaxed time here in the beautiful space! We came over the weekend for a mid-day coffee, and the cafe was not too busy or loud. My latte was deliciously smooth and served beautifully. Butler is located in a very convenient place in DUMBO and is the millenial cafe lover's dream. Slightly pricey but in-line with similar boutique cafes.",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Madhurupa M.,/user_details?userid=2F_SgOsijVFp3aHwMpe-EA,"Las Vegas, NV",1/4/2022,5.0,"We got cortado, mocha and a croissant. One of the best croissant I have ever had! The inside was soft and airy while the outside had the perfect crunch. We regretted not going there sooner. Definitely a must visit! Will come back again!",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mei Lan L.,/user_details?userid=8BllfeDhhDzZdHTLBDGLvQ,"Long Beach, CA",1/4/2022,1.0,Decent food but horrible service with unfriendly and aggressive tone. Not worth the trip.,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kenny C.,/user_details?userid=xJpvRrk04rb4rgWtMXaPUQ,"Brooklyn, NY",12/20/2018,3.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sivilay T.,/user_details?userid=Bbar1EB4JEviStEAqUEFOg,"Orinda, CA",12/16/2019,4.0,No comment,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cyan Y.,/user_details?userid=pMLfuabgriiuaOvR35QCHQ,"Boston, MA",5/18/2021,5.0,Enjoyed my day in dumbo and found this comfort place on the way to the Brooklyn bridge. Love their lattes especially the ginger one - little bit spicy and really warm you up with such windy outside.,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Janie R.,/user_details?userid=cZNZUnsPgDwoP4Syt6uR1g,"Herndon, VA",6/12/2022,5.0,"My favorite coffee place in the neighborhood by FAR. Everything is pricey, but so is everything else in Dumbo... good coffee and phenomenal pastries--their parfait is the only one I'll order in a restaurant. Staff is kind and understanding--this morning in my caffeine-deprived state, I forgot to ask for an ICED latte. Despite being in a Sunday morning crush, they were able to get a new one to me free of charge in minutes. Also the decor/setup is very cute, so that always helps",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Taleeana G.,/user_details?userid=h2Zz4ltIj1AQIUEYClE0vQ,"Downtown, Dallas, TX",10/18/2020,3.0,"Butler has such a cute exterior, and great merch. While waiting in line, you can see everything they have to offer except the drinks. I was planning on getting a hazelnut americano, but I peeped the woman's  mocha iced coffee in front of me. Babay, that mocha spoke to me, I decided mid order to get the iced mocha($4.50) instead. The lady helping me rolled her eyes, ehh I wasn't to fond of that, but it's all good the coffee was tasty. I also order the breakfast empanda ($8.50) scrambled eggs, smoked bacon, arugula, cheddar cheese, topped w/ dukkah. It was so fluffy, piping hot and every ingredient was fresh.",https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
